LongEntryThr,-1,-1,,,,RESULTS,zd5,zd10,zd20,COMBO,,,,,Correls,5day,10day,20day,TRY,-0.994766047,-0.301718876,-0.096730749,-2.087140557,-0.983561737,-0.962295287,-0.967506466,0,-0.316111803,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,,,,,,,
4/12/19,BTC,5048.01,0.0061,-0.0236,0.0393,0.2601,-0.3687,0.4303,2.7373,ETH,163.19,-0.0054,-0.0633,-0.0007,0.1887,-0.7767,-0.0067,1.3350,0.4081,0.4370,1.4023,0.0420,0.0452,1.0744,1.0000,2.0744,0.5179,0.4821,0.0003,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/13/19,BTC,5045.22,-0.0006,-0.0366,0.0228,0.2638,-0.5683,0.2501,2.7207,ETH,162.99,-0.0012,-0.0880,0.0189,0.1977,-1.0869,0.1718,1.4007,0.5186,0.0783,1.3200,0.0420,0.0450,1.0727,1.0000,2.0727,0.5175,0.4825,-0.0037,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/14/19,BTC,5131.3,0.0171,-0.0036,0.0475,0.3036,-0.0560,0.5197,3.0719,ETH,167.23,0.0260,-0.0422,0.0627,0.2482,-0.5244,0.5681,1.7583,0.4684,-0.0484,1.3136,0.0415,0.0447,1.0779,1.0000,2.0779,0.5188,0.4812,0.0102,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/15/19,BTC,5024.95,-0.0207,-0.0534,0.0040,0.2726,-0.8245,0.0437,2.6837,ETH,159.95,-0.0435,-0.0969,-0.0293,0.1921,-1.1963,-0.2657,1.3558,0.3718,0.3094,1.3279,0.0422,0.0464,1.1002,1.0000,2.1002,0.5239,0.4761,-0.0006,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/16/19,BTC,5173.72,0.0296,0.0312,0.0257,0.2812,0.4772,0.2809,2.7296,ETH,165.37,0.0339,0.0079,-0.0008,0.1859,0.0959,-0.0071,1.3137,0.3813,0.2880,1.4159,0.0423,0.0462,1.0934,1.0000,2.0934,0.5223,0.4777,0.0018,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/17/19,BTC,5202.82,0.0056,0.0307,0.0063,0.2917,0.4721,0.0686,2.7900,ETH,165.75,0.0023,0.0157,-0.0486,0.2023,0.1905,-0.4385,1.4316,0.2816,0.5072,1.3583,0.0422,0.0460,1.0912,1.0000,2.0912,0.5218,0.4782,-0.0163,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/18/19,BTC,5258.44,0.0107,0.0423,0.0041,0.2815,0.6521,0.0447,2.6485,ETH,173.33,0.0457,0.0634,-0.0302,0.2100,0.7703,-0.2721,1.4839,-0.1182,0.3168,1.1646,0.0422,0.0463,1.0972,1.0000,2.0972,0.5232,0.4768,0.0019,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/19/19,BTC,5258.68,0.0000,0.0248,0.0211,0.2804,0.3833,0.2286,2.5929,ETH,172.64,-0.0040,0.0324,-0.0112,0.2118,0.3943,-0.1042,1.5048,-0.0109,0.3327,1.0881,0.0422,0.0462,1.0962,1.0000,2.0962,0.5230,0.4770,0.0026,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/20/19,BTC,5291.73,0.0063,0.0531,-0.0031,0.2894,0.8237,-0.0337,2.6299,ETH,172.88,0.0014,0.0808,-0.0239,0.2228,1.0226,-0.2259,1.6269,-0.1989,0.1923,1.0030,0.0421,0.0461,1.0953,1.0000,2.0953,0.5227,0.4773,0.0083,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/21/19,BTC,5256.14,-0.0067,0.0159,0.0476,0.2682,0.2486,0.5125,2.3924,ETH,168.59,-0.0248,0.0195,0.0275,0.1936,0.2550,0.2634,1.4332,-0.0064,0.2490,0.9592,0.0423,0.0467,1.1040,1.0000,2.1040,0.5247,0.4753,0.0046,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/22/19,BTC,5357.14,0.0192,0.0297,0.0612,0.1029,0.4677,0.6595,0.9064,ETH,170.52,0.0114,0.0288,0.0449,0.0441,0.4004,0.4357,0.3375,0.0673,0.2238,0.5690,0.0199,0.0316,1.5865,1.0000,2.5865,0.6134,0.3866,0.0187,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/23/19,BTC,5493.31,0.0254,0.0447,0.0888,0.1137,0.7097,0.9571,1.0009,ETH,169.16,-0.0080,-0.0241,0.0379,0.0575,-0.3516,0.3748,0.4516,1.0613,0.5823,0.5493,0.0203,0.0313,1.5382,1.0000,2.5382,0.6060,0.3940,0.0016,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/24/19,BTC,5415,-0.0143,0.0297,0.0553,0.1054,0.4749,0.5959,0.9280,ETH,164.78,-0.0259,-0.0455,-0.0147,0.0472,-0.6723,-0.1482,0.3789,1.1471,0.7441,0.5490,0.0206,0.0317,1.5344,1.0000,2.5344,0.6054,0.3946,0.0023,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/25/19,BTC,5219.9,-0.0360,-0.0136,0.0388,0.0429,-0.2172,0.4209,0.3790,ETH,154.72,-0.0611,-0.1050,-0.0327,-0.0610,-1.5545,-0.3502,-0.5273,1.3372,0.7710,0.9063,0.0222,0.0329,1.4831,1.0000,2.4831,0.5973,0.4027,0.0024,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/26/19,BTC,5314.1,0.0180,0.0110,0.0271,0.0536,0.1777,0.2943,0.4712,ETH,157.95,0.0209,-0.0631,-0.0449,-0.0456,-0.9246,-0.4800,-0.3911,1.1023,0.7743,0.8624,0.0224,0.0333,1.4839,1.0000,2.4839,0.5974,0.4026,-0.0055,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/27/19,BTC,5295.69,-0.0035,-0.0115,0.0178,0.0243,-0.1864,0.1934,0.2127,ETH,159.31,0.0086,-0.0657,-0.0389,-0.0855,-0.9654,-0.4171,-0.7392,0.7790,0.6106,0.9519,0.0218,0.0309,1.4129,1.0000,2.4129,0.5856,0.4144,0.0051,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/28/19,BTC,5307.52,0.0022,-0.0338,0.0093,0.0135,-0.5522,0.1010,0.1175,ETH,157.85,-0.0092,-0.0669,-0.0893,-0.1168,-0.9816,-0.9602,-1.0165,0.4295,1.0612,1.1340,0.0217,0.0301,1.3867,1.0000,2.3867,0.5810,0.4190,-0.0003,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/29/19,BTC,5238.14,-0.0131,-0.0327,-0.0039,0.0171,-0.5336,-0.0422,0.1480,ETH,155.11,-0.0174,-0.0587,-0.1015,-0.1116,-0.8663,-1.0774,-0.9716,0.3327,1.0353,1.1196,0.0215,0.0299,1.3886,1.0000,2.3886,0.5814,0.4186,-0.0090,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
4/30/19,BTC,5320.81,0.0158,0.0193,0.0055,0.0024,0.3208,0.0595,0.0204,ETH,161.83,0.0433,0.0460,-0.0639,-0.0863,0.7037,-0.6737,-0.7351,-0.3829,0.7332,0.7555,0.0207,0.0316,1.5253,1.0000,2.5253,0.6040,0.3960,0.0111,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/1/19,BTC,5383.2,0.0117,0.0130,0.0242,0.0729,0.2158,0.2626,0.6256,ETH,160.19,-0.0101,0.0142,-0.0498,-0.0236,0.2168,-0.5246,-0.1985,-0.0010,0.7872,0.8241,0.0162,0.0271,1.6667,1.0000,2.6667,0.6250,0.3750,0.0089,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/2/19,BTC,5492.87,0.0204,0.0372,0.0253,0.0881,0.6188,0.2775,0.7583,ETH,161.81,0.0101,0.0157,-0.0511,-0.0085,0.2413,-0.5440,-0.0706,0.3776,0.8215,0.8289,0.0167,0.0272,1.6297,1.0000,2.6297,0.6197,0.3803,0.0169,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/3/19,BTC,5772.69,0.0509,0.0876,0.0509,0.1442,1.4596,0.5612,1.2440,ETH,168.06,0.0386,0.0647,-0.0065,0.0311,1.0011,-0.0700,0.2585,0.4585,0.6312,0.9855,0.0196,0.0285,1.4550,1.0000,2.4550,0.5927,0.4073,0.0164,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/4/19,BTC,5829.45,0.0098,0.1129,0.0765,0.1361,1.8807,0.8579,1.1808,ETH,163.7,-0.0259,0.0554,-0.0066,-0.0211,0.8667,-0.0728,-0.1755,1.0140,0.9307,1.3563,0.0195,0.0286,1.4677,1.0000,2.4677,0.5948,0.4052,-0.0039,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,0
5/5/19,BTC,5775.62,-0.0092,0.0855,0.1065,0.1494,1.4045,1.2137,1.2990,ETH,163.05,-0.0040,0.0075,0.0538,0.0194,0.1177,0.6147,0.1605,1.2869,0.5990,1.1384,0.0188,0.0267,1.4252,1.0000,2.4252,0.5877,0.4123,-0.0280,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,0
5/6/19,BTC,5747.79,-0.0048,0.0677,0.0816,0.1110,1.1077,0.9297,0.9660,ETH,173,0.0610,0.0800,0.0953,0.0461,1.2480,1.0875,0.3827,-0.1402,-0.1577,0.5833,0.0182,0.0291,1.6002,1.0000,2.6002,0.6154,0.3846,0.0190,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/7/19,BTC,5846.34,0.0171,0.0644,0.1040,0.1237,1.0511,1.1880,1.0784,ETH,169.18,-0.0221,0.0455,0.0620,0.0207,0.7058,0.7057,0.1719,0.3453,0.4824,0.9065,0.0184,0.0296,1.6123,1.0000,2.6123,0.6172,0.3828,0.0111,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/8/19,BTC,5987.29,0.0241,0.0372,0.1281,0.1386,0.6068,1.4656,1.2112,ETH,170.85,0.0099,0.0166,0.0824,-0.0143,0.2569,0.9406,-0.1187,0.3498,0.5249,1.3299,0.0188,0.0278,1.4807,1.0000,2.4807,0.5969,0.4031,0.0220,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/9/19,BTC,6209.18,0.0371,0.0651,0.1854,0.1807,1.0647,2.1160,1.5822,ETH,170.9,0.0003,0.0440,0.1018,-0.0101,0.6880,1.1607,-0.0834,0.3766,0.9553,1.6656,0.0199,0.0278,1.3979,1.0000,2.3979,0.5830,0.4170,0.0105,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/10/19,BTC,6373.33,0.0264,0.1035,0.1978,0.2044,1.6901,2.2303,1.8045,ETH,172.91,0.0118,0.0605,0.0685,0.0002,0.9466,0.7786,0.0014,0.7435,1.4518,1.8031,0.0203,0.0279,1.3774,1.0000,2.3774,0.5794,0.4206,0.0218,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/11/19,BTC,7076.22,0.1103,0.2311,0.3145,0.3463,3.7489,3.5020,3.0883,ETH,190.2,0.1000,0.0994,0.1873,0.1282,1.5613,2.1371,1.0788,2.1876,1.3649,2.0095,0.0299,0.0350,1.1710,1.0000,2.1710,0.5394,0.4606,-0.0032,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,1
5/12/19,BTC,6967.31,-0.0154,0.1917,0.2684,0.3006,2.8937,2.8368,2.6490,ETH,188.11,-0.0110,0.1119,0.1625,0.1032,1.7438,1.8152,0.8820,1.1499,1.0216,1.7670,0.0307,0.0352,1.1484,1.0000,2.1484,0.5345,0.4655,0.0440,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,1
5/13/19,BTC,7790.71,0.1182,0.3012,0.3496,0.4182,4.3812,3.5931,3.6897,ETH,195.84,0.0411,0.1463,0.1653,0.1577,2.2518,1.8226,1.3727,2.1294,1.7705,2.3170,0.0386,0.0359,1.0000,1.0725,2.0725,0.4825,0.5175,-0.0446,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,1
5/14/19,BTC,7947.56,0.0201,0.2800,0.3633,0.4677,3.6961,3.5284,4.0150,ETH,216.4,0.1050,0.2662,0.3219,0.3133,4.0194,3.5004,2.7738,-0.3233,0.0280,1.2412,0.0378,0.0410,1.0855,1.0000,2.0855,0.5205,0.4795,-0.0557,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/15/19,BTC,8169.87,0.0280,0.2819,0.4145,0.5651,3.4797,3.8236,4.6960,ETH,248.1,0.1465,0.4349,0.5216,0.6035,5.9650,5.3098,5.3265,-2.4853,-1.4862,-0.6305,0.0354,0.0467,1.3198,1.0000,2.3198,0.5689,0.4311,-0.0492,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,1
5/16/19,BTC,7866.59,-0.0371,0.1117,0.3686,0.4803,1.2980,3.1861,3.6817,ETH,264.25,0.0651,0.3893,0.5275,0.6730,4.3549,4.5788,5.1223,-3.0568,-1.3927,-1.4406,0.0379,0.0476,1.2554,1.0000,2.2554,0.5566,0.4434,-0.0027,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,1
5/17/19,BTC,7355.26,-0.0650,0.0557,0.2581,0.3889,0.6461,2.1455,2.8746,ETH,244.3,-0.0755,0.2987,0.4440,0.5335,2.9826,3.4238,3.5464,-2.3365,-1.2783,-0.6718,0.0422,0.0527,1.2497,1.0000,2.2497,0.5555,0.4445,0.0121,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,1
5/18/19,BTC,7257.45,-0.0133,-0.0684,0.2121,0.3674,-0.7950,1.7469,2.6840,ETH,233.6,-0.0438,0.1928,0.3673,0.4799,1.8302,2.6575,3.0073,-2.6252,-0.9106,-0.3232,0.0426,0.0544,1.2757,1.0000,2.2757,0.5606,0.4394,0.0201,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/19/19,BTC,8148.48,0.1228,0.0253,0.3123,0.5556,0.2884,2.5703,4.0322,ETH,259.51,0.1109,0.1992,0.5185,0.6731,1.8626,3.6298,4.0582,-1.5742,-1.0596,-0.0259,0.0481,0.0571,1.1866,1.0000,2.1866,0.5427,0.4573,0.0021,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,1
5/20/19,BTC,7938.15,-0.0258,-0.0284,0.2455,0.4919,-0.3234,1.9852,3.4012,ETH,250.37,-0.0352,0.0091,0.4480,0.5471,0.0843,2.9235,3.0422,-0.4077,-0.9382,0.3590,0.0494,0.0586,1.1882,1.0000,2.1882,0.5430,0.4570,-0.0079,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/21/19,BTC,7904.87,-0.0042,0.0049,0.1171,0.4684,0.0553,0.9432,3.1638,ETH,253.43,0.0122,-0.0409,0.3324,0.5821,-0.3794,2.0827,3.1194,0.4347,-1.1395,0.0444,0.0496,0.0582,1.1719,1.0000,2.1719,0.5396,0.4604,-0.0011,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/22/19,BTC,7628.43,-0.0350,0.0371,0.0949,0.3888,0.4221,0.7682,2.5855,ETH,243.64,-0.0386,-0.0027,0.2952,0.5057,-0.0250,1.8217,2.6030,0.4471,-1.0535,-0.0175,0.0512,0.0598,1.1690,1.0000,2.1690,0.5390,0.4610,0.0140,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
5/23/19,BTC,7851.51,0.0292,0.0819,0.0078,0.3601,0.9329,0.0634,2.3912,ETH,244.56,0.0038,0.0469,0.2488,0.4552,0.4335,1.5198,2.2869,0.4994,-1.4564,0.1043,0.0507,0.0598,1.1810,1.0000,2.1810,0.5415,0.4585,-0.0003,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
